東京スカイツリー,1288,1288,4569,名詞,固有名詞,一般,*,*,*,東京スカイツリー,トウキョウスカイツリー,トウキョウスカイツリー
東武スカイツリーライン,1288,1288,4700,名詞,固有名詞,一般,*,*,*,東武スカイツリーライン,トウブスカイツリーライン,トウブスカイツリーライン
内閣総理大臣,1288,1288,100,名詞,一般,*,*,*,*,内閣総理大臣,ナイカクソウリダイジン,ナイカクソウリダイジン
最高裁判所,1288,1288,1000,名詞,固有名詞,一般,*,*,*,最高裁判所,サイコウサイバンショ,サイコウサイバンショ
